chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc2,mfcc18,label,id,time
0.421662539,0.030374175,1552.652462,1655.97583,2698.501864,0.079190341,138.1311035,-2.785015345,1,0,5
0.342612654,0.04207243,1740.707229,1782.414375,3095.88734,0.088745117,123.4997635,-6.930258274,1,0,6
0.300329119,0.007392645,1297.825696,1320.195476,2105.849387,0.077403675,172.4603424,-4.436411381,1,0,7
0.334025353,0.048674691,1542.619631,1597.718621,2407.558927,0.094637784,144.3210297,-0.484175801,1,0,8
0.30331859,0.039650593,1404.31488,1403.944533,2129.095459,0.076959783,144.7419739,-10.6800251,1,0,9
0.363484472,0.032815728,1359.954279,1509.795959,2295.733088,0.072543058,146.2618561,-11.76992226,1,0,10
0.363484472,0.032815728,1359.954279,1509.795959,2295.733088,0.072543058,146.2618561,-11.76992226,1,0,0
0.251047492,0.042982612,1325.456104,1571.637545,2086.518444,0.064164595,146.4616699,-4.304534435,1,0,1
0.234904528,0.064350598,1732.52134,1865.460104,2861.713756,0.07795854,116.1203918,-12.9378109,1,0,2
0.281205744,0.03641583,1808.170064,1722.129937,2953.229869,0.102084073,119.7461624,-10.17377567,1,0,3
0.286202431,0.054277577,2239.551671,2052.389455,3990.494052,0.115889116,88.44927979,-7.291906357,1,0,4
0.303792626,0.032578636,1853.254184,1719.832592,3134.059837,0.10628995,119.0928497,-8.747595787,1,0,5
0.317975223,0.061822105,2137.67023,1956.489292,3783.971058,0.11566717,93.59519196,-8.71504879,1,0,6
0.507659972,0.035615955,2273.333091,1894.343996,3941.310258,0.15292081,99.04314423,-4.285214424,1,0,7
0.293689132,0.076057643,1759.098774,1704.431463,2931.207275,0.090021307,109.1999817,-14.24847317,1,0,8
0.460528821,0.054558877,1863.214057,1700.59859,3102.738814,0.112182617,112.6894608,-8.036799431,1,0,9
0.433451623,0.053809799,2064.298225,1878.138091,3522.146884,0.127108487,97.07241058,-0.047856625,1,0,10
0.433451623,0.053809799,2064.298225,1878.138091,3522.146884,0.127108487,97.07241058,-0.047856625,1,0,0
0.395019442,0.044625133,2033.492506,1876.315064,3544.414173,0.117398349,101.9852982,0.895780742,1,0,1
0.346862406,0.04220283,2105.694232,1892.864208,3895.062811,0.116932262,97.04406738,-4.742503166,1,0,2
0.308365494,0.026327156,2180.185432,1947.41301,3982.174405,0.124367454,95.7254715,-10.01629353,1,0,3
0.221754834,0.022839779,1976.392035,1838.235061,3479.080478,0.102849787,106.3434372,-5.037163258,1,0,4
0.265986085,0.067416862,2080.753786,1938.123757,3608.524392,0.100641424,99.39997101,-10.88171101,1,0,5
0.272442818,0.057006061,2045.286556,1942.377841,3703.466242,0.09794478,94.6484375,-7.429993153,1,0,6
0.415507197,0.013872839,1540.635356,1523.597566,2617.507657,0.089577415,151.6383057,-6.694954395,1,0,7
0.32516554,0.026646364,1465.178302,1356.711052,2243.368253,0.094349254,148.3162994,-3.5112257,1,0,8
0.289807409,0.065147988,2169.615005,2015.990964,3693.923118,0.12051669,78.77087402,-3.407875299,1,0,9
0.318404138,0.063463159,2547.978221,2172.965067,4532.005171,0.143388228,66.90388489,-5.242030144,1,0,10
0.318404138,0.063463159,2547.978221,2172.965067,4532.005171,0.143388228,66.90388489,-5.242030144,1,0,0
0.320209295,0.058440302,1766.860294,1897.404927,3037.160423,0.086325906,113.1959152,-4.072033882,1,0,1
0.386229753,0.028101724,1733.191851,1859.027951,3180.55198,0.084372781,124.3044128,-3.97606945,1,0,2
0.231445551,0.067735136,1902.453083,1932.569272,3167.583119,0.095414595,101.8884201,-9.172387123,1,0,3
0.287665218,0.029724313,1272.111073,1376.987027,1914.497514,0.080022638,163.6000519,-2.984777689,1,0,4
0.326522261,0.066256061,1590.449063,1599.904961,2470.200972,0.09042081,129.540863,-6.208990097,1,0,5
0.31078735,0.054521594,1274.656766,1420.19441,1889.78327,0.069302646,159.6621399,-6.45691061,1,0,6
0.262372464,0.044105899,1396.260715,1572.715633,2119.307639,0.067338423,144.0997162,-5.995327473,1,0,7
0.270068258,0.061580643,1963.534641,2018.923566,3524.104448,0.093938654,103.0682602,-14.69168758,1,0,8
0.416124731,0.049375489,1529.062157,1495.607233,2277.870317,0.097789418,138.2572174,-3.190747976,1,0,9
0.301396281,0.056543328,1836.134485,1639.490211,2823.785955,0.116388494,111.1223602,-8.097667694,1,0,10
0.301396281,0.056543328,1836.134485,1639.490211,2823.785955,0.116388494,111.1223602,-8.097667694,1,0,0
0.198804617,0.050035272,1881.229514,1640.909633,3094.663863,0.117464933,106.9757309,0.356475145,1,0,1
0.256672084,0.052017286,1862.647001,1672.937134,3054.289107,0.115445224,106.6455002,2.878060818,1,0,2
0.471435338,0.026554961,1964.169242,1796.244044,3296.537642,0.119939631,104.7837448,-1.744333267,1,0,3
0.386755943,0.045142356,1863.288785,1803.397789,3172.232333,0.106267756,110.0429001,0.226915076,1,0,4
0.43928799,0.035730973,1517.099684,1619.029392,2582.271507,0.085327148,139.2576752,-1.91139257,1,0,5
0.369557351,0.050504722,1966.099096,1891.413264,3436.748158,0.110950817,109.9522705,-4.241359234,1,0,6
0.418831319,0.024490004,2063.041505,1926.9069,3634.217418,0.122969194,116.528595,-4.32670784,1,0,7
0.33486414,0.036273208,1926.893315,1822.867417,3413.012695,0.112837358,115.5563965,-3.367126465,1,0,8
0.542410195,0.004234495,1712.039539,1684.477736,2973.539595,0.094759854,140.3688202,-6.11765337,1,0,9
0.33914122,0.041341122,1813.989973,1745.546677,3229.735773,0.097223455,117.073822,-10.49858665,1,0,10
0.33914122,0.041341122,1813.989973,1745.546677,3229.735773,0.097223455,117.073822,-10.49858665,1,0,0
0.313310117,0.050017953,1718.900898,1745.553681,3010.243919,0.085338246,117.6621857,-13.25295162,1,0,1
0.36028862,0.024925632,2196.52646,1781.302097,3613.418302,0.143266158,107.4337387,-12.23019123,1,0,2
0.270821005,0.057182595,1810.602041,1837.374984,3196.457187,0.093605735,102.4584656,-2.39415431,1,0,3
0.27984643,0.031005664,1535.441219,1514.496174,2383.823464,0.089344371,140.8177338,-3.478696346,1,0,4
0.381027341,0.026353471,1392.62662,1395.235391,2151.362749,0.085915305,162.0718384,0.206462681,1,0,5
0.420989037,0.013235643,1635.543566,1600.775981,2793.443714,0.096657493,137.3630676,-1.397759557,1,0,6
0.256452322,0.066617161,2127.676883,2021.843799,3793.024791,0.106334339,90.1381073,-13.83132553,1,0,7
0.2694951,0.064239204,2527.750356,2270.526467,4581.923051,0.110340465,69.14431,-17.56093025,1,0,8
0.271911234,0.036231898,2716.47873,2112.473616,4620.340243,0.164306641,71.0291214,-10.20245171,1,0,9
0.277821571,0.068053752,2345.546246,2018.719857,3936.661044,0.118852095,67.58885956,-10.95457554,1,0,10
0.277821571,0.068053752,2345.546246,2018.719857,3936.661044,0.118852095,67.58885956,-10.95457554,1,0,0
0.430366427,0.040655654,3019.893649,2239.210701,5046.355091,0.197642933,57.18303299,-2.939355612,1,0,1
0.351149768,0.04377234,1900.212932,1704.584559,3188.626931,0.119318182,104.9502487,4.706460476,1,0,2
0.353896469,0.052814733,1852.212596,1647.025837,3113.750111,0.11270419,106.8134766,1.990525484,1,0,3
0.428205967,0.047121812,1752.736418,1627.411733,2888.63026,0.104114879,115.6476593,-2.754069805,1,0,4
0.282559663,0.071878821,1550.145906,1691.529559,2317.755682,0.082286488,113.8810806,-7.561086655,1,0,5
0.405090541,0.019211326,1650.846388,1565.807678,2498.830344,0.10925293,135.864975,-4.573430538,1,0,6
0.353429317,0.046752952,2218.117028,1979.592083,3787.886186,0.133467241,98.81562042,-10.0906229,1,0,7
0.296151936,0.020998919,1844.655831,1682.016088,3148.00748,0.11299272,123.2405472,-3.802550316,1,0,8
0.298505187,0.043475833,1376.780321,1660.922223,2213.270708,0.06669478,141.6907959,-6.239751816,1,0,9
0.335324317,0.053238906,1578.387731,1730.36936,2613.592529,0.078169389,127.9005051,-9.818806648,1,0,10
0.335324317,0.053238906,1578.387731,1730.36936,2613.592529,0.078169389,127.9005051,-9.818806648,1,0,0
0.331499636,0.045564149,1537.407393,1702.569624,2344.916881,0.081165661,135.7661591,-1.607629657,1,0,1
0.530952632,0.004971304,1227.354863,1380.275716,1943.371582,0.073142312,175.4286346,-3.709167719,1,0,2
0.365604669,0.039483119,1730.558222,1715.220851,2895.971125,0.101495916,124.0460129,-3.014472008,1,0,3
0.362566918,0.005573424,1380.835106,1364.587225,2159.927091,0.089322177,166.6684418,2.015347004,1,0,4
0.382205218,0.035553176,1438.345057,1531.897601,2363.758434,0.072776101,141.2533112,-4.412677765,1,0,5
0.281836748,0.049072661,1458.895897,1607.296095,2474.1161,0.064774947,140.8120422,-5.829984665,1,0,6
0.400921941,0.022533225,1290.925321,1307.498406,1957.074529,0.081587358,165.9656677,-4.301520824,1,0,7
0.326360732,0.024138611,1675.015078,1647.539696,2811.551181,0.099909002,132.9881744,2.107894182,1,0,8
0.368944436,0.034142759,1339.828686,1479.984236,2118.573553,0.075073242,151.5709076,-3.968569756,1,0,9
0.593511403,0.003949114,1350.371308,1437.182817,2231.378174,0.082575018,168.9396057,-3.612634182,1,0,10
0.593511403,0.003949114,1350.371308,1437.182817,2231.378174,0.082575018,168.9396057,-3.612634182,1,0,0
0.385831028,0.034470689,2530.921909,1909.120422,4080.052601,0.161210494,85.39248657,-0.896208048,1,0,1
0.308462381,0.050898269,1884.529433,1772.608041,3221.171431,0.103682085,108.9018326,1.134792447,1,0,2
0.309046477,0.058447514,1595.31155,1655.286476,2544.09901,0.081010298,121.5329666,-0.609048843,1,0,3
0.418163031,0.006909538,1415.750642,1434.670454,2351.034268,0.087102717,162.3659058,0.882123351,1,0,4
0.336149484,0.05705994,2578.942372,2129.445645,4571.890536,0.161909624,74.07433319,-7.763365269,1,0,5
0.389634997,0.026340969,2354.647013,2063.462482,4297.097501,0.1402144,98.02407074,-3.816165209,1,0,6
0.22761786,0.066076279,2080.01129,2033.432699,3606.322132,0.10995206,91.24450684,-6.872467518,1,0,7
0.391166329,0.021583594,1360.485514,1478.628697,2087.25253,0.081287731,160.742157,-10.99424362,1,0,8
0.273864537,0.045522396,1484.055975,1527.752,2470.200972,0.081076882,132.8908234,-11.79680538,1,0,9
0.298246413,0.053977255,1233.715119,1321.972595,1803.650457,0.071022727,157.8735504,-7.971777439,1,0,10
0.298246413,0.053977255,1233.715119,1321.972595,1803.650457,0.071022727,157.8735504,-7.971777439,1,0,0
0.356838673,0.042927656,2087.754769,1905.396825,3589.927535,0.1106068,102.2965393,-2.874997377,1,0,1
0.317816824,0.05035907,1496.072102,1552.110663,2650.786244,0.078957298,134.8878326,-7.25828743,1,0,2
0.491199017,0.01066631,1825.712584,1641.956913,3172.721724,0.114468661,140.5350952,-0.004342933,1,0,3
0.293764561,0.059051637,1432.498349,1449.308866,2170.938388,0.077448065,137.5964203,-13.92897129,1,0,4
0.304035872,0.057877604,1974.247221,1875.877334,3138.953746,0.111538974,97.95114136,-8.239378929,1,0,5
0.282131284,0.056989398,1469.017575,1537.336112,2175.587602,0.084572532,126.4758377,-1.243138433,1,0,6
0.375214607,0.011408164,1672.624415,1524.452563,2805.678489,0.107832475,139.5839844,0.200563863,1,0,7
0.466318011,0.031999338,1830.415629,1661.16154,3071.662487,0.1081432,118.3649673,-5.208478451,1,0,8
0.340685219,0.049391199,1774.768604,1684.250438,3048.905806,0.091763583,115.1686783,-6.358248711,1,0,9
0.308760017,0.069286652,2034.84876,1846.408772,3332.263184,0.114368786,101.3103485,-9.679195404,1,0,10
0.308760017,0.069286652,2034.84876,1846.408772,3332.263184,0.114368786,101.3103485,-9.679195404,1,0,0
0.319107562,0.061019562,1731.069576,1768.758126,2719.056286,0.085837624,117.1052246,-10.44913197,1,0,1
0.418858558,0.011141733,1882.390192,1815.177873,3135.038619,0.108753551,122.9293518,0.894655406,1,0,2
0.465365201,0.028310983,2107.607291,1906.754054,3602.162309,0.125110973,103.8033676,-6.23277092,1,0,3
0.274788618,0.067196853,1702.198291,1648.562147,2720.279763,0.095281428,106.5008545,-8.373900414,1,0,4
0.460046023,0.018388767,1442.156427,1467.690233,2295.977783,0.088534268,156.9699249,-4.207207203,1,0,5
0.255808145,0.064891666,2231.858739,1924.397296,3836.091198,0.120028409,80.64733124,-8.078929901,1,0,6
0.271384537,0.055230439,1589.463263,1765.852176,2657.637718,0.077403675,122.2455978,-8.43975544,1,0,7
0.331200987,0.041577928,1588.019849,1653.778182,2847.521418,0.072998047,124.9043198,-1.646362662,1,0,8
0.443706155,0.029398203,1512.088141,1562.570349,2531.130149,0.083440607,139.5592194,-5.391981602,1,0,9
0.282404691,0.041837309,1352.550104,1327.512739,1980.320601,0.091963335,150.2022247,-1.32301259,1,0,10
0.282404691,0.041837309,1352.550104,1327.512739,1980.320601,0.091963335,150.2022247,-1.32301259,1,0,0
0.292061895,0.058225118,1666.447803,1692.248396,2697.767778,0.076482599,114.6150894,-0.089581922,1,0,1
0.282359391,0.052933995,1468.451884,1561.647709,2429.336825,0.066539418,131.7845459,-5.58564949,1,0,2
0.341120929,0.027696921,1940.976926,1736.788834,3361.381947,0.112415661,118.5209961,-7.904099941,1,0,3
0.321485311,0.039818224,2847.511217,2299.155286,5172.373269,0.167225231,65.67212677,1.770993471,1,0,4
0.348347783,0.038846992,2019.716471,1810.043598,3438.461026,0.125521573,116.9393768,1.290688515,1,0,5
0.378663331,0.018311357,1317.303612,1292.314387,2038.558128,0.085537997,164.3413391,0.815330863,1,0,6
0.356711179,0.025785355,1766.400336,1759.819843,3081.939697,0.094793146,125.3500443,-4.588506699,1,0,7
0.251591891,0.028434588,1861.793989,1781.339346,3241.481157,0.107932351,115.1100311,-4.961659431,1,0,8
0.270738214,0.059509825,1938.636461,2006.752327,3394.415838,0.100941051,94.14199829,-5.636436939,1,0,9
0.387794018,0.014540592,1302.968619,1488.328023,1981.788774,0.073797053,165.1083069,-4.716736317,1,0,10
0.387794018,0.014540592,1302.968619,1488.328023,1981.788774,0.073797053,165.1083069,-4.716736317,1,0,0
0.364683002,0.050984524,1837.928925,1846.856719,3333.976052,0.093372692,114.0313034,-8.978035927,1,0,1
0.424322754,0.006448914,1485.151438,1651.122482,2597.197931,0.07952326,152.9600067,-3.877456427,1,0,2
0.482321054,0.011789817,1621.619453,1554.656458,2710.002552,0.096857244,139.3770905,-2.454230309,1,0,3
0.433283657,0.015910177,1760.185756,1638.453642,2917.749023,0.107055664,124.9468689,-2.567107916,1,0,4
0.315254122,0.060598973,1802.73682,1622.917448,2917.014937,0.104658647,109.2952576,-7.146347046,1,0,5
0.31799975,0.043364611,1868.12565,1784.628611,3047.192938,0.09806685,110.3095398,-8.049123764,1,0,6
0.459287256,0.009681539,2029.056709,2019.42882,3680.954257,0.117942116,111.7768097,-0.889319837,1,0,7
0.23642832,0.062486909,1595.33651,1809.53625,2865.384189,0.079556552,113.1293182,2.415453196,1,0,8
0.295901388,0.033073768,1748.578752,1732.130815,2883.73635,0.098710494,122.1932449,-3.833419561,1,0,9
0.323204249,0.035550557,1611.082218,1763.167435,2549.237615,0.086314808,130.4232788,-3.812225342,1,0,10
0.323204249,0.035550557,1611.082218,1763.167435,2549.237615,0.086314808,130.4232788,-3.812225342,1,0,0
0.327436417,0.029588087,1455.358562,1630.600032,2407.803622,0.068736683,135.1190338,-6.564021587,1,0,1
0.346557617,0.005823797,1870.205745,1835.684236,3205.266224,0.12668679,128.4843292,-6.140208244,1,0,2
0.32615608,0.042254701,2353.675231,1957.138548,3712.030584,0.170898438,91.68112946,-5.660837173,1,0,3
0.359902591,0.045829389,1906.86289,1604.219227,2937.324663,0.123979048,115.8565445,-1.755104184,1,0,4
0.274166644,0.063221842,1530.975637,1628.737919,2378.195468,0.075128729,123.2373505,-0.657807827,1,0,5
0.364321947,0.053187538,1630.531588,1609.312844,2668.649015,0.093727805,128.9872589,-3.734437466,1,0,6
0.422882646,0.03612243,1737.630688,1613.904544,2868.320534,0.101040927,123.0413284,-2.785081863,1,0,7
0.372486562,0.052039042,2238.962332,2039.843309,4064.147394,0.127086293,91.47516632,-6.550445557,1,0,8
0.3492136,0.036434349,1788.661429,1811.639053,3025.659735,0.096757369,112.6770477,1.713430285,1,0,9
0.345234066,0.045540705,1731.905559,1797.612684,2986.508456,0.095081676,123.5662766,0.285049438,1,0,10
0.345234066,0.045540705,1731.905559,1797.612684,2986.508456,0.095081676,123.5662766,0.285049438,1,0,0
0.447375774,0.008776493,2035.443324,1938.847302,3511.380282,0.12709739,110.4542007,4.727603436,1,0,1
0.337522268,0.039827202,1772.904367,1687.907184,2864.405407,0.113336737,117.5185471,-1.185869694,1,0,2
0.340231925,0.022215268,1604.865569,1555.97793,2246.549294,0.102916371,136.9828949,-5.082574844,1,0,3
0.451704264,0.016428106,1889.011386,1916.17851,3215.78813,0.106855913,117.9705276,-7.137292862,1,0,4
0.245260671,0.065301418,1546.230097,1675.691168,2624.359131,0.074440696,122.4718475,-5.186395645,1,0,5
0.276589781,0.060097598,1738.228865,1582.432788,2820.849609,0.094593395,120.3181229,-8.020200729,1,0,6
0.439659595,0.022033613,1488.235889,1501.980557,2401.686235,0.084117543,142.0079193,-5.788910866,1,0,7
0.433620691,0.03223037,1977.848331,1834.118341,3454.855624,0.106056907,97.18733215,-7.089129925,1,0,8
0.233082518,0.057141457,1846.037853,1769.624739,3044.990678,0.080178001,95.22727203,-4.631752491,1,0,9
0.24885194,0.02716667,1914.883689,1732.972266,3370.925071,0.097978072,102.0037918,-10.78545189,1,0,10
0.24885194,0.02716667,1914.883689,1732.972266,3370.925071,0.097978072,102.0037918,-10.78545189,1,0,0
0.359353036,0.037798904,2209.554698,1987.781735,3926.139138,0.107610529,88.45515442,-7.692724705,1,0,1
0.323482245,0.04662789,2201.409526,2016.976221,4064.636785,0.111527876,90.15071106,-5.206685066,1,0,2
0.351603359,0.020531392,1894.960604,1891.863815,3420.598256,0.102428089,117.5922165,-7.614891529,1,0,3
0.301565737,0.046684064,2343.660151,1980.14014,4063.168612,0.123646129,75.82582092,-7.94654274,1,0,4
0.30631873,0.017377967,1507.564942,1534.042383,2513.756769,0.095392401,143.5942535,-11.86052799,1,0,5
0.267474443,0.059639476,1683.938111,1533.212506,2526.480935,0.094893022,117.7544022,-16.4994278,1,0,6
0.31977734,0.054862563,2212.763106,1976.28916,3765.863592,0.117853338,85.00779724,-14.58356667,1,0,7
0.317042202,0.04407645,1643.188276,1616.451586,2783.655895,0.090143377,122.7807617,-2.666401148,1,0,8
0.501429498,0.028030418,1722.949497,1602.266673,2777.783203,0.099331942,124.7036819,-0.545395136,1,0,9
0.496716887,0.039317198,1817.486924,1615.317934,2942.707963,0.10925293,111.7928543,-0.091351159,1,0,10
0.496716887,0.039317198,1817.486924,1615.317934,2942.707963,0.10925293,111.7928543,-0.091351159,1,0,0
0.482521206,0.03475431,1952.800434,1699.949413,3200.127619,0.117009943,103.1505432,-2.698653221,1,0,1
0.27318421,0.062267885,1788.9453,1645.099107,2712.204812,0.112149325,102.9210281,-4.982688427,1,0,2
0.245684996,0.068428151,1681.079538,1622.218694,2475.584273,0.090221058,99.83061218,-8.508406639,1,0,3
0.413478374,0.017512208,2145.102323,1900.679901,3721.573708,0.127596768,105.3120804,-3.868491888,1,0,4
0.429851919,0.032726724,1739.158875,1667.860705,2859.022106,0.096291282,121.4918213,-1.399042845,1,0,5
0.301914424,0.059103873,1617.69737,1621.512887,2473.871404,0.088456587,122.519455,-12.70045567,1,0,6
0.276499718,0.051630843,2135.878796,1958.964734,3635.930287,0.120660955,90.51915741,-14.26639462,1,0,7
0.325242996,0.054000672,2120.418422,1891.707729,3526.306707,0.12553267,94.11123657,-4.839774609,1,0,8
0.39964959,0.055802405,1728.387394,1606.185938,2736.429665,0.10226163,117.0738525,4.666647911,1,0,9
0.427950293,0.072072461,1799.607097,1580.251136,2969.869163,0.105990323,106.6595688,0.148476705,1,0,10
0.427950293,0.072072461,1799.607097,1580.251136,2969.869163,0.105990323,106.6595688,0.148476705,1,0,0
0.459932059,0.06825918,1896.819124,1683.85645,3156.571822,0.116177646,104.1776581,-4.659955978,1,0,1
0.460271239,0.059296515,2096.518832,1918.932576,3472.96309,0.120694247,91.94593811,-1.742163181,1,0,2
0.468581796,0.043521129,2179.686957,1994.632452,3830.707897,0.124622692,90.00003052,-5.402729511,1,0,3
0.37335968,0.033221461,2222.329869,2129.587126,4016.676469,0.126986417,90.66864014,-4.77693224,1,0,4
0.328943104,0.053983808,1928.837755,1841.676547,3424.758079,0.105613015,100.6143799,-1.188479662,1,0,5
0.32333985,0.062803201,2011.130624,1760.066326,3079.248047,0.124822443,95.33034515,-12.61332703,1,0,6
0.354259402,0.039102539,2288.175585,2089.963927,4198.729914,0.119418058,88.56889343,-4.912643909,1,0,7
0.336626202,0.038690489,1859.093318,1894.548433,3368.478116,0.087679776,112.3333817,-3.963102579,1,0,8
0.307344466,0.053461876,1991.921567,1800.536036,3275.249134,0.112715288,101.9786148,-4.284759998,1,0,9
0.37788251,0.043344155,2028.859816,1793.616359,3418.151301,0.127064098,98.40659332,-5.850081921,1,0,10
0.37788251,0.043344155,2028.859816,1793.616359,3418.151301,0.127064098,98.40659332,-5.850081921,1,0,0
0.397637486,0.038272444,1803.605189,1659.299178,3133.570446,0.100463867,113.109993,-2.1286726,1,0,1
0.36352396,0.066262171,1848.211271,1706.219027,3193.03145,0.10476962,105.5726089,-2.019482374,1,0,2
0.419195026,0.053204086,2030.956776,1825.969359,3406.161222,0.126986417,97.08718872,-2.394376516,1,0,3
0.332580805,0.058129009,2273.587238,2079.699055,4173.036887,0.11689897,93.09845734,-14.01298141,1,0,4
0.292387873,0.060061552,1864.275333,1945.659668,3341.806308,0.09527033,110.2461166,-6.48106432,1,0,5
0.321218997,0.030800503,1796.532994,1908.255153,3197.435969,0.094848633,123.861763,-5.036293507,1,0,6
0.316221505,0.050568007,1695.652251,1788.87869,2852.660023,0.094116211,122.5608215,-8.402087212,1,0,7
0.371844292,0.04281747,1973.905929,1915.607292,3407.629395,0.122003729,108.9419708,-7.146090984,1,0,8
0.351918787,0.041187759,2164.077611,1904.074247,3674.102783,0.126886541,94.04496765,-9.511865616,1,0,9
0.282113969,0.050592467,1756.523597,1739.831175,2951.761697,0.099564986,115.4581528,-10.01798344,1,0,10
